Metropolitan Core Based Statistical Area FIPS Code,Household-type of living quarters,Household-own/rent living quarters,Household-total family income in past 12 months,Demographics-highest level of school completed,Labor Force-employment status,Demographics-sex,Demographics-marital status,Weight-composited final weight,Household-total # of members,Weight-family,Weight-longitudinal weight,Weight-outgoing rotation weight,Weight-second stage weight (rake 6 final step weight),Year,Month
0,"House, Apartment, Flat",Not in Universe,"100,000 To 149,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Married - Spouse Present,659.6510,4,664.3303,986.4780,0.0000,664.3303,2024,jan
"Ogden-Clearfield, UT","House, Apartment, Flat",Not in Universe,"50,000 To 59,999",Some College But No Degree,Employed-At Work,Male,Married - Spouse Present,1597.9034,2,1634.4407,2452.6678,6334.5907,1654.8108,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Never Married,822.3849,2,858.7459,1272.7824,0.0000,858.7459,2023,jan
"Champaign-Urbana, IL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Associate Degree-Occupational/Vocationl,Retired-Not In Labor Force,Female,Married - Spouse Present,4148.2264,2,4205.4323,0.0000,0.0000,4205.4323,2022,jan
"Omaha-Council Bluffs, NE-IA","House, Apartment, Flat",Rented for cash,"100,000 To 149,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,1390.0808,0.0000,0.0000,1390.0808,2022,jan
0,Other Unit Not Specified Above,Occupied without payment of cash rent,"10,000 To 12,499",11th Grade,Disabled-Not In Labor Force,Male,Widowed,563.6262,1,575.6671,0.0000,0.0000,575.6671,2023,jan
"Columbia, SC","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Unemployed-Looking,Male,Never Married,4814.5674,3,3921.7828,5812.6351,21773.0387,3921.7828,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Never Married,3941.6906,4,3964.2609,5875.5936,15813.7751,3964.2609,2023,jan
"Albuquerque, NM","House, Apartment, Flat",Not in Universe,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,1197.1380,4,1223.2481,1816.4268,0.0000,1223.2481,2024,jan
"Columbia, SC","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,2,2542.5764,0.0000,0.0000,2542.5764,2022,jan
"Ann Arbor, MI",Mobile Home Or Trlr W/No Perm Rm Added,Rented for cash,"60,000 To 74,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,7,5762.5810,0.0000,0.0000,5762.5810,2023,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Not in Universe,"100,000 To 149,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Male,Married - Spouse Present,2832.6064,2,3249.2423,4103.8744,0.0000,2768.8769,2024,jan
"Ann Arbor, MI",Mobile Home Or Trlr W/No Perm Rm Added,Rented for cash,"60,000 To 74,999",9th Grade,Employed-At Work,Male,Married - Spouse Present,4102.8199,7,4142.3123,6286.2039,16382.1496,4241.2995,2023,jan
"Nashville-Davidson--Murfreesboro--Franklin, TN","House, Apartment, Flat",Not in Universe,"150,000 or More",Some College But No Degree,Retired-Not In Labor Force,Male,Married - Spouse Present,2928.0403,2,3026.8486,4327.5083,11906.2202,2919.7624,2024,jan
"San Antonio-New Braunfels, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,5698.5295,0.0000,0.0000,5698.5295,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,768.2665,4,778.5869,1154.8616,0.0000,778.5869,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Associate Deg.-Academic Program,Employed-At Work,Female,Married - Spouse Present,3841.6545,2,3979.8293,5903.1973,0.0000,3979.8293,2023,jan
"Las Vegas-Henderson-Paradise, NV","House, Apartment, Flat",Rented for cash,"35,000 To 39,999",7th Or 8th Grade,Employed-At Work,Male,Married - Spouse Present,2257.6007,5,2038.1635,3398.4750,0.0000,2292.9499,2023,jan
"Omaha-Council Bluffs, NE-IA","House, Apartment, Flat",Rented for cash,"7,500 To 9,999",High School Grad-Diploma Or Equiv (ged),Unemployed-Looking,Male,Never Married,1537.5228,2,1507.7407,2256.1983,6808.8506,1507.7407,2022,jan
"Ogden-Clearfield, UT","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,5,2201.3301,0.0000,0.0000,2201.3301,2023,jan
"Chicago-Naperville-Elgin, IL-IN-WI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,3391.4167,2,3421.1962,0.0000,13704.1619,3421.1962,2023,jan
"Oklahoma City, OK","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"25,000 To 29,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,2449.1928,3,2478.9338,3710.6293,10006.6498,2478.9338,2022,jan
0,Mobile Home Or Trlr W/No Perm Rm Added,Rented for cash,"25,000 To 29,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,5,2123.6265,0.0000,0.0000,2123.6265,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Some College But No Degree,Employed-At Work,Female,Married - Spouse Present,276.0694,2,281.5498,0.0000,0.0000,281.5498,2022,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Not in Universe,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Never Married,3606.4407,6,3715.6096,0.0000,0.0000,3715.6096,2024,jan
"Boise City, ID","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,1527.0895,6,1673.1357,2315.7220,0.0000,1562.4168,2023,jan
"Austin-Round Rock, TX","House, Apartment, Flat",Rented for cash,"75,000 To 99,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,5,7588.5096,0.0000,0.0000,7588.5096,2023,jan
"Raleigh, NC","House, Apartment, Flat",Not in Universe,"40,000 To 49,999",12th Grade No Diploma,Employed-At Work,Male,Married - Spouse Present,4585.1243,2,4088.3518,6707.3549,0.0000,4525.4408,2024,jan
"Lexington-Fayette, KY","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",Some College But No Degree,Employed-Absent,Male,Married - Spouse Present,3616.9540,2,3373.3753,5529.8331,0.0000,3730.9764,2023,jan
"Richmond, VA","House, Apartment, Flat",Not in Universe,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Male,Divorced,3994.7093,2,3990.7941,0.0000,0.0000,3990.7941,2024,jan
"Urban Honolulu, HI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,1045.9688,2,1178.8797,0.0000,0.0000,1019.2376,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Some College But No Degree,Other-Not In Labor Force,Female,Married - Spouse Present,392.5911,6,406.5523,608.5540,0.0000,406.5523,2022,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Divorced,879.7522,9,913.8224,1355.4536,0.0000,913.8224,2023,jan
"Chico, CA","House, Apartment, Flat",Rented for cash,"60,000 To 74,999",Associate Deg.-Academic Program,Retired-Not In Labor Force,Female,Married - Spouse Present,3681.1364,2,3603.9505,0.0000,0.0000,3603.9505,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"20,000 To 24,999",10th Grade,Disabled-Not In Labor Force,Female,Widowed,4707.7557,7,4718.8775,7063.5225,0.0000,4718.8775,2022,jan
"Sioux Falls, SD","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"15,000 To 19,999",7th Or 8th Grade,Retired-Not In Labor Force,Male,Married - Spouse Present,574.3466,2,554.1762,0.0000,0.0000,567.4879,2023,jan
"Riverside-San Bernardino-Ontario, CA","House, Apartment, Flat",Rented for cash,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Never Married,4654.9954,3,4645.0489,6889.9035,0.0000,4645.0489,2023,jan
0,"House, Apartment, Flat",Not in Universe,"20,000 To 24,999",Some College But No Degree,Retired-Not In Labor Force,Male,Married-Spouse Absent,1243.8026,1,1256.3671,1862.1170,5057.6449,1256.3671,2024,jan
0,"House, Apartment, Flat",Rented for cash,"60,000 To 74,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Never Married,3645.5327,2,3533.8844,0.0000,0.0000,3533.8844,2022,jan
0,"House, Apartment, Flat",Rented for cash,"25,000 To 29,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,385.2474,0.0000,0.0000,385.2474,2022,jan
0,Mobile Home Or Trlr W/No Perm Rm Added,Not in Universe,"20,000 To 24,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,407.6529,2,355.9360,603.5917,0.0000,407.2423,2024,jan
"Atlanta-Sandy Springs-Roswell, GA","House, Apartment, Flat",Not in Universe,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,5056.7642,5,5007.5856,7435.8690,0.0000,5007.5856,2024,jan
"Ogden-Clearfield, UT","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,5,2105.8137,0.0000,0.0000,2105.8137,2023,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Not in Universe,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Married - Spouse Present,996.5748,3,1066.8295,0.0000,0.0000,977.0010,2024,jan
"Seattle-Tacoma-Bellevue, WA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Some College But No Degree,Retired-Not In Labor Force,Female,Widowed,3621.6093,1,3662.5947,5432.6498,0.0000,3662.5947,2023,jan
"Jacksonville, NC","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Male,Married - Spouse Present,3203.6011,2,3424.5217,4762.9794,0.0000,3213.5805,2023,jan
0,Mobile Home Or Trlr W/No Perm Rm Added,Not in Universe,"50,000 To 59,999",Associate Deg.-Academic Program,Employed-At Work,Male,Married - Spouse Present,4355.6420,2,4533.7139,6535.0223,0.0000,4409.1683,2024,jan
"Richmond, VA","House, Apartment, Flat",Rented for cash,"100,000 To 149,999","Professional School Deg(ex:md,dds,dvm)",Employed-At Work,Male,Never Married,4435.4622,2,4477.1216,6635.7255,0.0000,4477.1216,2023,jan
"Dallas-Fort Worth-Arlington, TX","House, Apartment, Flat",Not in Universe,"150,000 or More",10th Grade,Other-Not In Labor Force,Male,Never Married,7449.9145,6,7531.9945,0.0000,0.0000,7531.9945,2024,jan
0,"House, Apartment, Flat",Not in Universe,"100,000 To 149,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Divorced,4245.0638,2,4176.8439,0.0000,0.0000,4176.8439,2024,jan
0,"House, Apartment, Flat",Not in Universe,"100,000 To 149,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Divorced,340.7655,1,345.0111,511.3561,0.0000,345.0111,2024,jan
0,"House, Apartment, Flat",Not in Universe,"15,000 To 19,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Female,Widowed,397.2639,1,394.0986,0.0000,0.0000,394.0986,2024,jan
"Tucson, AZ","House, Apartment, Flat",Not in Universe,"50,000 To 59,999",Some College But No Degree,Employed-At Work,Male,Married - Spouse Present,4737.4001,2,4081.2708,7023.1738,0.0000,4738.5233,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Associate Degree-Occupational/Vocationl,Other-Not In Labor Force,Female,Divorced,4867.3319,5,4836.1020,0.0000,0.0000,4836.1020,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"15,000 To 19,999",High School Grad-Diploma Or Equiv (ged),Other-Not In Labor Force,Male,Never Married,721.8593,3,689.5044,0.0000,0.0000,689.5044,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",Some College But No Degree,Other-Not In Labor Force,Female,Married - Spouse Present,2741.1347,5,2731.9043,0.0000,0.0000,2731.9043,2022,jan
"Houston-The Woodlands-Sugar Land, TX","House, Apartment, Flat",Not in Universe,"20,000 To 24,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Male,Never Married,4538.1361,3,4739.2250,0.0000,0.0000,4739.2250,2024,jan
"San Francisco-Oakland-Hayward, CA","House, Apartment, Flat",Not in Universe,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Married - Spouse Present,3589.8800,2,3642.6752,5409.0849,0.0000,3642.6752,2024,jan
"Austin-Round Rock, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Married-Spouse Absent,5041.6645,4,4991.2572,7471.2381,20586.7747,4991.2572,2022,jan
"Denver-Aurora-Lakewood, CO","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,2477.1361,0.0000,0.0000,2477.1361,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Married - Spouse Present,2587.0592,2,2604.5521,3898.6629,0.0000,2604.5521,2022,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Not in Universe,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Married - Spouse Present,2379.1619,3,2409.4395,3577.8273,9449.8811,2409.4395,2024,jan
"Champaign-Urbana, IL","House, Apartment, Flat",Rented for cash,"75,000 To 99,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,3169.1374,0.0000,0.0000,3169.1374,2022,jan
"Richmond, VA","House, Apartment, Flat",Not in Universe,"150,000 or More","Professional School Deg(ex:md,dds,dvm)",Employed-At Work,Female,Married - Spouse Present,3972.9789,4,3949.6239,5864.8795,0.0000,3949.6239,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Married - Spouse Present,670.3975,4,585.1201,0.0000,0.0000,661.4085,2023,jan
"Austin-Round Rock, TX","House, Apartment, Flat",Rented for cash,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Divorced,4330.1103,1,4312.2540,6452.8999,0.0000,4312.2540,2022,jan
"Oklahoma City, OK","House, Apartment, Flat",Rented for cash,"20,000 To 24,999",Some College But No Degree,Other-Not In Labor Force,Male,Divorced,2511.6152,1,2438.7084,0.0000,0.0000,2438.7084,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Associate Deg.-Academic Program,Employed-At Work,Male,Married - Spouse Present,2204.4574,2,2124.2093,3389.0000,0.0000,2264.7536,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Married - Spouse Present,1338.4436,2,1330.6285,1991.7712,5425.4078,1330.6285,2022,jan
0,"House, Apartment, Flat",Not in Universe,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,4476.1813,3,4497.1416,0.0000,0.0000,4497.1416,2024,jan
"Cleveland-Elyria, OH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Widowed,4062.5852,1,3985.8010,5966.2060,0.0000,3985.8010,2022,jan
"Springfield, MA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,2857.2132,0.0000,0.0000,2857.2132,2023,jan
"Athens-Clarke County, GA","House, Apartment, Flat",Not in Universe,"12,500 To 14,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Never Married,4247.9246,1,4386.7490,6501.7938,17493.9220,4386.7490,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",Some College But No Degree,Employed-At Work,Female,Married - Spouse Present,400.2342,4,400.7671,599.8942,0.0000,400.7671,2022,jan
"Daphne-Fairhope-Foley, AL","House, Apartment, Flat",Occupied without payment of cash rent,"20,000 To 24,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,7,2082.6390,0.0000,0.0000,2082.6390,2022,jan
"Fort Smith, AR-OK","House, Apartment, Flat",Not in Universe,"35,000 To 39,999",Associate Deg.-Academic Program,Retired-Not In Labor Force,Male,Married - Spouse Present,1379.4298,2,1751.9577,2096.4558,5609.1423,1414.4751,2024,jan
"Jacksonville, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Male,Married - Spouse Present,4705.1895,3,5264.7076,6993.6501,0.0000,4673.6189,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Married - Spouse Present,1429.6591,2,1586.6976,2182.7630,5697.7549,1458.6664,2022,jan
"Cincinnati, OH-KY-IN","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Other-Not In Labor Force,Female,Married - Spouse Present,5294.3018,2,5164.0198,7659.6822,0.0000,5164.0198,2023,jan
"Kahului-Wailuku-Lahaina, HI","House, Apartment, Flat",Rented for cash,"50,000 To 59,999",10th Grade,Other-Not In Labor Force,Male,Never Married,1224.8265,4,1181.6645,1768.2546,0.0000,1181.6645,2022,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,3590.2138,0.0000,0.0000,3590.2138,2022,jan
"Houston-The Woodlands-Sugar Land, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Some College But No Degree,Retired-Not In Labor Force,Female,Married - Spouse Present,4187.9772,2,4212.5961,6248.4553,0.0000,4212.5961,2023,jan
"Los Angeles-Long Beach-Anaheim, CA","House, Apartment, Flat",Rented for cash,"20,000 To 24,999",9th Grade,Disabled-Not In Labor Force,Male,Never Married,4865.1388,2,4631.1311,6930.0708,18732.9834,4631.1311,2022,jan
"Norwich-New London, CT","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,2720.5423,2,2718.1549,0.0000,0.0000,2698.3542,2023,jan
"Austin-Round Rock, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Some College But No Degree,Employed-Absent,Male,Married - Spouse Present,5082.3172,3,5764.4937,7573.8680,0.0000,5061.3589,2022,jan
0,"House, Apartment, Flat",Not in Universe,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Other-Not In Labor Force,Female,Married - Spouse Present,923.4184,4,913.7021,1356.7755,3587.5683,913.7021,2024,jan
"Austin-Round Rock, TX","House, Apartment, Flat",Not in Universe,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Female,Married - Spouse Present,3337.5377,2,3264.1214,4846.9624,13223.7784,3264.1214,2024,jan
"Ogden-Clearfield, UT","House, Apartment, Flat",Rented for cash,"12,500 To 14,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Divorced,1619.5147,1,1616.4583,2397.6586,0.0000,1616.4583,2023,jan
"Dallas-Fort Worth-Arlington, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,6504.0462,6,5508.6818,9783.9552,26488.7819,6601.2311,2023,jan
